,Actor Ranking,Title,Year,Genre,Rating
1385,18,Wicker Man - Ritual des Bösen,(2006),"Horror, Mystery, Thriller",3.7
1386,18,Bad Lieutenant - Cop ohne Gewissen,(2009),"Crime, Drama",6.6
1388,18,Trespass - Auf Leben und Tod,(2011),"Crime, Drama, Thriller",5.3
1389,18,Bringing Out the Dead - Nächte der Erinnerung,(1999),"Drama, Thriller",6.8
1390,18,World Trade Center,(2006),"Drama, History, Thriller",6.0
1391,18,2 Millionen Dollar Trinkgeld,(1994),"Comedy, Drama, Romance",6.4
1392,18,Cotton Club,(1984),"Crime, Drama, Music",6.5
1393,18,Vengeance - Pfad der Vergeltung,(2017),"Action, Thriller",5.2
1394,18,Grand Isle,(2019),Thriller,4.7
1395,18,The Weather Man,(2005),"Comedy, Drama",6.6
1397,18,Running with the Devil,(2019),"Crime, Drama, Thriller",5.4
1398,18,Tödliches Verlangen,(2017),"Drama, Thriller",5.2
1399,18,Primal,(2019),"Action, Thriller",4.9
1400,18,Corellis Mandoline,(2001),"Drama, Music, Romance",5.9
1401,18,"Lucas, der Ameisenschreck",(2006),"Animation, Adventure, Comedy",5.8
1402,18,Stolen,(2012),"Action, Crime, Thriller",5.5
1403,18,G-Force - Agenten mit Biss,(2009),"Animation, Action, Adventure",5.1
1404,18,Windtalkers,(2002),"Action, Drama, War",6.1
1405,18,The Humanity Bureau - Flucht aus New America,(2017),"Sci-Fi, Thriller",4.5
1406,18,Tess und ihr Bodyguard,(1994),"Comedy, Drama",6.2
1407,18,Between Worlds,(2018),"Fantasy, Thriller",4.0
1408,18,Army of One: Ein Mann auf göttlicher Mission,(2016),"Biography, Comedy, Crime",5.1
1409,18,Birdy,(1984),"Drama, War",7.2
1410,18,Shadow of the Vampire,(2000),"Drama, Horror",6.9
1411,18,Teen Titans GO! to the Movies,(2018),"Animation, Action, Adventure",6.7
1412,18,USS Indianapolis: Men of Courage,(2016),"Action, Drama, History",5.3
1413,18,...aber nicht mit meiner Braut - Honeymoon in Vegas,(1992),"Comedy, Romance, Thriller",5.8
1414,18,211 - Cops Under Fire,(2018),"Action, Drama, Thriller",4.4
1415,18,Outcast - Die letzten Tempelritter, (2014),"Action, Adventure, Thriller",4.6
1416,18,Kiss of Death,(1995),"Crime, Drama, Thriller",5.9
1417,18,Kill Chain,(2019),"Action, Thriller",5.0
1418,18,Red Rock West,(1993),"Crime, Drama, Thriller",7.0
1420,18,Noch Tausend Worte, (2012),"Comedy, Drama, Fantasy",5.8
1421,18,The Trust: Big Trouble in Sin City,(2016),"Crime, Thriller",5.4
1422,18,Pakt der Rache,(2011),"Action, Crime, Drama",6.1
1423,18,Tokarev,(2014),"Action, Thriller",5.0
1424,18,Die Zeit verrinnt - die Navy ruft,(1984),"Comedy, Drama, Romance",6.6
1425,18,Schneesturm im Paradies,(1994),"Adventure, Comedy, Crime",5.9
1426,18,Der Kandidat - Macht hat Ihren Preis, (2015),Drama,4.7
1427,18,Zandalee - Das sechste Gebot,(1991),"Drama, Romance, Thriller",4.3
1428,18,Dog Eat Dog, (2016),"Action, Crime, Thriller",4.8
1429,18,Airborne,(1990),"Action, Adventure",4.7
1430,18,Pay the Ghost,(2015),"Horror, Mystery",5.2
1431,18,Deadfall,(1993),"Crime, Drama",4.0
1432,18,Dying of the Light: Jede Minute zählt,(2014),"Action, Drama, Thriller",4.5
1433,18,The Watcher - Willkommen im Motor Way Motel, (2018),"Mystery, Thriller",4.6
1434,18,Arsenal,(2017),"Action, Crime, Thriller",4.0
1435,18,Bangkok Dangerous,(2008),"Action, Crime, Thriller",5.3
1436,18,Dark,(II) (2017),"Drama, Thriller",6.3
1437,18,Sonny,(2002),"Crime, Drama",5.6
1438,18,"Zeit zu leben, Zeit zu sterben",(1989),"Drama, War",5.1
1439,18,Amos & Andrew - Zwei fast perfekte Chaoten,(1993),"Comedy, Crime",5.7
1440,18,Finish - Endspurt bis zum Sieg,(1986),"Biography, Drama, Sport",5.3
1441,18,What Is It?,(2005),Drama,5.4
1442,18,Ein Weihnachtsmärchen,(2001),"Animation, Family, Fantasy",5.3
1443,18,Das Highway-Trio,(1988),"Comedy, Drama",4.6
1444,18,Bel Air,(2000),"Comedy, Drama",7.3
1445,18,Becoming Iconic,(2018),Biography,6.6
1446,18,A Backyard Story,(2010),Drama,8.4
1448,19,Prisoners,(2013),"Crime, Drama, Mystery",8.1
1449,19,Drive, (2011),"Action, Drama",7.8
1450,19,Prestige - Die Meister der Magie,(2006),"Drama, Mystery, Sci-Fi",8.5
1451,19,The Son, (2022),Drama,6.2
1452,19,Greatest Showman,(2017),"Biography, Drama, Musical",7.5
1453,19,Free Guy,(2021),"Action, Adventure, Comedy",7.1
1454,19,Logan: The Wolverine,(2017),"Action, Drama, Sci-Fi",8.1
1455,19,Deadpool 2,(2018),"Action, Adventure, Comedy",7.7
1456,19,X-Men,(2000),"Action, Adventure, Sci-Fi",7.3
1457,19,Les Misérables,(2012),"Drama, Musical, Romance",7.5
1458,19,Movie 43,(2013),Comedy,4.3
1460,19,X-Men: Apocalypse,(2016),"Action, Adventure, Sci-Fi",6.9
1461,19,X-Men: Erste Entscheidung,(2011),"Action, Adventure, Sci-Fi",7.7
1462,19,X-Men: Zukunft ist Vergangenheit,(2014),"Action, Adventure, Sci-Fi",7.9
1463,19,Van Helsing,(2004),"Action, Adventure, Fantasy",6.0
1464,19,Reminiscence: Die Erinnerung stirbt nie,(2021),"Mystery, Romance, Sci-Fi",5.9
1465,19,The Fountain,(2006),"Drama, Mystery, Romance",7.2
1466,19,X-Men Origins: Wolverine,(2009),"Action, Sci-Fi",6.5
1467,19,Nachts im Museum - Das geheimnisvolle Grabmal,(2014),"Adventure, Comedy, Family",6.2
1468,19,X-Men 2,(2003),"Action, Adventure, Sci-Fi",7.4
1469,19,Real Steel - Stahlharte Gegner,(2011),"Action, Drama, Sci-Fi",7.0
1470,19,X-Men: Der letzte Widerstand,(2006),"Action, Adventure, Sci-Fi",6.6
1471,19,Wolverine: Weg des Kriegers,(2013),"Action, Sci-Fi",6.7
1472,19,Pan,(2015),"Action, Adventure, Comedy",5.7
1473,19,Die Hüter des Lichts,(2012),"Animation, Action, Adventure",7.2
1474,19,Chappie,(2015),"Action, Crime, Drama",6.8
1475,19,Happy Feet,(2006),"Animation, Adventure, Comedy",6.4
1476,19,Australia,(2008),"Adventure, Drama, Romance",6.6
1477,19,Flutsch und weg,(2006),"Animation, Action, Adventure",6.6
1478,19,Ich und Earl und das Mädchen,(2015),"Comedy, Drama, Romance",7.7
1479,19,Passwort: Swordfish,(2001),"Action, Crime, Thriller",6.5
1480,19,Eddie the Eagle: Alles ist möglich,(2015),"Adventure, Biography, Comedy",7.3
1481,19,Mister Link - Ein fellig verrücktes Abenteuer,(2019),"Animation, Adventure, Comedy",6.7
1482,19,Männerzirkus,(2001),"Comedy, Romance",6.0
1483,19,Bad Education,(2019),"Biography, Comedy, Crime",7.1
1484,19,Kate & Leopold,(2001),"Comedy, Fantasy, Romance",6.4
1485,19,Deception - Tödliche Versuchung,(2008),"Crime, Drama, Mystery",6.0
1486,19,Scoop - Der Knüller,(2006),"Comedy, Crime, Fantasy",6.6
1487,19,Der Spitzenkandidat,(2018),"Biography, Drama, History",6.1
1488,19,Alles in Butter, (2011),"Comedy, Drama",6.2
1491,19,Der Seidenfächer,(2011),"Drama, History",6.1
1492,19,Grand Theft Parsons,(2003),"Adventure, Comedy, Drama",6.0
1493,19,Trucker mit Herz,(1999),"Comedy, Romance",6.4
1495,19,Erskineville Kings,(1999),Drama,6.4
1499,20,Glass Onion: A Knives Out Mystery,(2022),"Comedy, Crime, Drama",7.2
1500,20,Fight Club,(1999),Drama,8.8
1501,20,Grand Budapest Hotel,(2014),"Adventure, Comedy, Crime",8.1
1502,20,The French Dispatch,(2020),"Comedy, Drama, Romance",7.1
1503,20,American History X,(1998),"Crime, Drama",8.5
1505,20,Zwielicht,(1996),"Crime, Drama, Mystery",7.7
1506,20,Alita: Battle Angel,(2019),"Action, Adventure, Sci-Fi",7.3
1507,20,Birdman oder (Die unverhoffte Macht der Ahnungslosigkeit),(2014),"Comedy, Drama",7.7
1508,20,Rounders,(1998),"Crime, Drama",7.3
1509,20,The Italian Job - Jagd auf Millionen,(2003),"Action, Crime, Thriller",7.0
1510,20,Königreich der Himmel,(2005),"Action, Adventure, Drama",7.2
1511,20,Sausage Paarty - Es geht um die Wurst,(2016),"Animation, Adventure, Comedy",6.1
1512,20,Der unglaubliche Hulk,(2008),"Action, Adventure, Sci-Fi",6.6
1513,20,Roter Drache,(2002),"Crime, Drama, Thriller",7.2
1514,20,Moonrise Kingdom,(2012),"Comedy, Drama, Family",7.8
1515,20,Das Bourne Vermächtnis,(2012),"Action, Adventure, Thriller",6.6
1516,20,Der Diktator,(2012),Comedy,6.4
1517,20,The Illusionist - Nichts ist wie es scheint,(2006),"Drama, Fantasy, Mystery",7.6
1518,20,The Score,(2001),"Action, Crime, Drama",6.8
1519,20,Isle of Dogs - Ataris Reise,(2018),"Animation, Adventure, Comedy",7.8
1520,20,Larry Flynt - Die nackte Wahrheit,(1996),"Biography, Drama",7.3
1521,20,Palmer,(2021),Drama,7.2
1522,20,Motherless Brooklyn,(2019),"Crime, Drama, Mystery",6.8
1523,20,Frida,(2002),"Biography, Drama, Romance",7.3
1524,20,25 Stunden,(2002),Drama,7.6
1525,20,Verborgene Schönheit,(2016),"Drama, Romance",6.7
1526,20,Der bunte Schleier,(2006),"Drama, Romance",7.4
1527,20,Alle sagen: I love you,(1996),"Comedy, Musical, Romance",6.7
1528,20,Lügen macht erfinderisch,(2009),"Comedy, Fantasy, Romance",6.3
1529,20,After the Sunset,(2004),"Action, Comedy, Crime",6.2
1530,20,Tötet Smoochy,(2002),"Comedy, Crime, Drama",6.3
1531,20,Gotti,(2018),"Biography, Crime, Drama",4.7
1532,20,Das Gesetz der Ehre,(2008),"Crime, Drama, Thriller",6.6
1533,20,Glauben ist alles!,(2000),"Comedy, Drama, Romance",6.4
1534,20,Stone,(2010),"Drama, Thriller",5.4
1535,20,Thanks for Sharing - Süchtig nach Sex,(2012),"Comedy, Drama, Romance",6.4
1536,20,Down in the Valley,(2005),"Drama, Romance, Thriller",6.4
1537,20,Leaves of Grass,(2009),"Comedy, Crime, Drama",6.4
1538,20,Die Schutzbrüder,(2015),"Animation, Comedy, Family",5.5
1541,20,Running in Traffic,(2009),"Drama, Romance",7.9
1542,21,Pulp Fiction,(1994),"Crime, Drama",8.9
1543,21,Das fünfte Element,(1997),"Action, Adventure, Sci-Fi",7.6
1544,21,Split,(IX) (2016),"Horror, Thriller",7.3
1545,21,Stirb langsam,(1988),"Action, Thriller",8.2
1546,21,The Sixth Sense - Nicht jede Gabe ist ein Segen,(1999),"Drama, Mystery, Thriller",8.2
1547,21,10 Minutes Gone,(2019),"Action, Crime, Mystery",3.6
1548,21,Glass,(2019),"Drama, Horror, Sci-Fi",6.6
1549,21,Looper,(2012),"Action, Drama, Sci-Fi",7.4
1550,21,Sin City,(2005),"Crime, Thriller",8.0
1551,21,12 Monkeys,(1995),"Mystery, Sci-Fi, Thriller",8.0
1552,21,Armageddon - Das jüngste Gericht,(1998),"Action, Adventure, Sci-Fi",6.7
1553,21,R.E.D. - Älter. Härter. Besser.,(2010),"Action, Comedy, Crime",7.0
1554,21,Moonrise Kingdom,(2012),"Comedy, Drama, Family",7.8
1555,21,Planet Terror,(2007),"Action, Comedy, Horror",7.1
1556,21,The Expendables,(2010),"Action, Adventure, Thriller",6.4
1557,21,Paradise City,(2022),"Action, Thriller",3.6
1558,21,Unbreakable - Unzerbrechlich,(2000),"Drama, Mystery, Sci-Fi",7.3
1559,21,Stirb Langsam 2,(1990),"Action, Thriller",7.1
1560,21,Stirb langsam - Jetzt erst recht,(1995),"Action, Adventure, Thriller",7.6
1561,21,Alpha Dog - Tödliche Freundschaften,(2006),"Biography, Crime, Drama",6.9
1562,21,The Verdict - Die Wahrheit und nichts als die Wahrheit,(1982),Drama,7.7
1563,21,Ocean's Twelve,(2004),"Crime, Thriller",6.5
1564,21,Stirb langsam 4.0,(2007),"Action, Thriller",7.1
1565,21,Keine halben Sachen,(2000),"Comedy, Crime",6.7
1566,21,Tränen der Sonne,(2003),"Action, Drama, Thriller",6.6
1567,21,Grindhouse,(2007),"Action, Horror, Thriller",7.5
1568,21,Stirb langsam - Ein guter Tag zum Sterben,(2013),"Action, Thriller",5.2
1569,21,The Expendables 2,(2012),"Action, Adventure, Thriller",6.6
1570,21,Silvester in fremden Betten,(1995),Comedy,6.7
1571,21,Lucky Number Slevin,(2006),"Crime, Drama, Thriller",7.7
1572,21,Der Tod steht ihr gut,(1992),"Comedy, Fantasy, Horror",6.6
1573,21,Last Boy Scout - Das Ziel ist Überleben,(1991),"Action, Comedy, Crime",7.0
1574,21,Detective Knight: Redemption,(2022),"Action, Thriller",4.3
1575,21,G.I. Joe - Die Abrechnung,(2013),"Action, Adventure, Sci-Fi",5.7
1576,21,Sin City 2: A Dame to Kill For,(2014),"Action, Crime, Thriller",6.5
1577,21,Motherless Brooklyn,(2019),"Crime, Drama, Mystery",6.8
1578,21,Hudson Hawk - Der Meisterdieb,(1991),"Action, Adventure, Comedy",5.7
1579,21,Midnight in the Switchgrass,(2021),"Action, Crime, Thriller",4.5
1580,21,White Elephant,(2022),"Action, Thriller",4.4
1581,21,Detective Knight: Rogue,(2022),"Action, Thriller",3.6
1582,21,Wrong Place,(2022),"Action, Crime, Thriller",3.8
1583,21,The Lego Movie 2,(2019),"Animation, Action, Adventure",6.6
1584,21,Ab durch die Hecke,(2006),"Animation, Adventure, Comedy",6.7
1585,21,3 Engel für Charlie - Volle Power,(2003),"Action, Adventure, Comedy",4.9
1586,21,R.E.D. 2 - Noch Älter. Härter. Besser.,(2013),"Action, Comedy, Crime",6.6
1587,21,Color of Night,(1994),"Drama, Mystery, Romance",5.2
1588,21,Das Mercury Puzzle,(1998),"Action, Crime, Drama",6.1
1589,21,Der Schakal,(1997),"Action, Crime, Drama",6.4
1590,21,Zwischen zwei Farnen: Der Film,(2019),Comedy,6.1
1591,21,The Player,(1992),"Comedy, Crime, Drama",7.5
1592,21,Vendetta, (2022),"Action, Thriller",3.7
1593,21,Kuck' mal wer da spricht!,(1989),Comedy,5.9
1594,21,Corrective Measures,(2022),"Action, Sci-Fi, Thriller",4.6
1595,21,Surrogates - Mein zweites Ich,(2009),"Action, Sci-Fi, Thriller",6.3
1596,21,Nobody's Fool - Auf Dauer unwiderstehlich,(1994),"Comedy, Drama",7.3
1597,21,Death Wish,(2018),"Action, Crime, Drama",6.3
1599,21,Fortress,(2021),"Action, Thriller",3.2
1600,21,Cosmic Sin,(2021),"Action, Sci-Fi",2.5
1601,21,Wire Room,(2022),"Action, Thriller",3.6
1602,21,Breach,(IV) (2020),"Action, Horror, Sci-Fi",2.9
1603,21,Last Man Standing,(1996),"Action, Crime, Drama",6.4
1604,21,Nancy Drew - Girl Detective,(2007),"Comedy, Crime, Family",5.9
1605,21,Gasoline Alley,(2022),"Action, Thriller",3.8
1606,21,Das Tribunal,(2002),"Drama, War",6.3
1607,21,Marauders - Die Reichen werden bezahlen,(2016),"Action, Crime, Thriller",5.5
1608,21,American Siege,(2021),"Action, Thriller",3.4
1609,21,A Day to Die,(2022),"Action, Crime, Drama",3.5
1611,21,The Cold Light of Day,(2012),"Action, Thriller",4.9
1612,21,Keine halben Sachen 2 - Jetzt erst recht!,(2004),"Comedy, Crime, Thriller",5.4
1613,21,Verführung einer Fremden,(2007),"Crime, Mystery, Thriller",5.7
1614,21,Acts of Violence,(2018),"Action, Crime, Thriller",5.3
1615,21,Ausnahmezustand,(1998),"Action, Thriller",6.4
1616,21,Hostage - Entführt,(2005),"Action, Crime, Drama",6.5
1617,21,Fegefeuer der Eitelkeiten,(1990),"Comedy, Drama, Romance",5.6
1618,21,Extraction - Operation Condor,(II) (2015),"Action, Thriller",4.1
1619,21,Tödliche Nähe,(1993),"Action, Crime, Mystery",5.8
1620,21,Fortress - Sniper's Eye,(2022),"Action, Thriller",2.9
1621,21,Loaded Weapon 1,(1993),"Action, Comedy, Crime",6.2
1622,21,I'm Still Here, (2010),"Comedy, Drama, Music",6.2
1623,21,16 Blocks,(2006),"Action, Drama, Thriller",6.6
1624,21,Banditen!,(2001),"Comedy, Crime, Drama",6.5
1625,21,Apex,(2021),"Action, Sci-Fi, Thriller",2.9
1626,21,Fast Food Nation,(2006),"Comedy, Drama",6.3
1627,21,The Kid - Image ist alles,(2000),"Comedy, Family, Fantasy",6.1
1628,21,Precious Cargo,(2016),"Action, Comedy, Thriller",4.6
1629,21,Fire with Fire - Rache folgt eigenen Regeln,(II) (2012),"Action, Thriller",5.6
1630,21,"Kuck' mal, wer da spricht 2",(1990),"Comedy, Family, Romance",4.6
1631,21,Out of Death,(2021),"Crime, Thriller",3.3
1632,21,Cop Out - Geladen und entsichert,(2010),"Action, Comedy, Crime",5.5
1633,21,Once Upon a Time in Venice,(2017),"Action, Comedy",5.3
1634,21,North,(1994),"Adventure, Comedy, Drama",4.5
1635,21,Beavis und Butt-Head machen's in Amerika,(1996),"Animation, Adventure, Comedy",6.8
1636,21,First Kill,(2017),"Action, Thriller",5.0
1637,21,Vice,(2015),"Action, Sci-Fi, Thriller",4.2
1638,21,Blind Date - Verabredung mit einer Unbekannten,(1987),"Comedy, Romance",5.9
1639,21,Inside Hollywood,(2008),"Comedy, Drama",5.6
1640,21,The Prince - Only God Forgives, (2014),"Action, Thriller",4.6
1641,21,Survive the Game,(2021),"Action, Thriller",3.0
1642,21,Deadlock,(II) (2021),"Action, Thriller",3.5
1643,21,Hard Kill,(2020),"Action, Thriller",3.0
1644,21,An deiner Seite,(1999),"Comedy, Drama, Romance",5.9
1645,21,Astronaut Farmer,(2006),"Adventure, Drama, Sci-Fi",6.3
1646,21,Rock the Kasbah,(2015),"Comedy, Music, War",5.5
1647,21,Catch .44,(2011),"Action, Thriller",4.6
1648,21,Reprisal, (2018),"Action, Drama, Thriller",4.3
1649,21,Die Rugrats auf Achse,(2003),"Animation, Adventure, Comedy",5.5
1650,21,Survive the Night,(2020),"Action, Drama, Thriller",4.0
1651,21,Lady Vegas,(2012),"Comedy, Drama, Romance",4.8
1652,21,Billy Bathgate,(1991),"Crime, Drama, Thriller",5.9
1653,21,Violet & Daisy,(2011),"Action, Comedy, Crime",6.0
1654,21,Tödliche Gedanken,(1991),"Mystery, Thriller",5.7
1655,21,Trauma Center,(2019),"Action, Thriller",4.0
1656,21,Air Strike,(2018),"Action, Adventure, Drama",3.2
1657,21,Sunset - Dämmerung in Hollywood,(1988),"Crime, Mystery, Thriller",5.7
1658,21,Assassination of a High School President,(2008),"Comedy, Crime, Mystery",6.2
1659,21,"Set Up - Freunde für's Leben, Feinde für die Ewigkeit", (2011),"Action, Crime, Drama",4.4
1660,21,Breakfast of Champions - Frühstück für Helden,(1999),Comedy,4.5
1661,21,Crocodile Hunter - Auf Crash-Kurs,(2002),"Action, Adventure, Comedy",5.4
1662,21,Die erste Todsünde,(1980),"Crime, Thriller",5.9
1663,21,Zurück aus der Hölle,(1989),"Drama, Romance, War",5.9
1664,21,Grand Champion,(2002),"Comedy, Family",4.2
1665,21,That's Adequate,(1989),Comedy,4.8
1668,21,The Rolling Stones: From the Vault - Sticky Fingers Live at the Fonda Theatre 2015,(2017),Music,8.0
1669,22,Ein Mann namens Otto,(2022),"Comedy, Drama",7.5
1670,22,Elvis,(2022),"Biography, Drama, Music",7.4
1671,22,Meine teuflischen Nachbarn,(1989),"Comedy, Mystery, Thriller",6.8
1672,22,Forrest Gump,(1994),"Drama, Romance",8.8
1673,22,Pinocchio,(2022),"Adventure, Comedy, Drama",5.1
1674,22,The Green Mile,(1999),"Crime, Drama, Fantasy",8.6
1675,22,Der Soldat James Ryan,(1998),"Drama, War",8.6
1677,22,Catch Me If You Can,(2002),"Biography, Crime, Drama",8.1
1678,22,Cars,(2006),"Animation, Adventure, Comedy",7.2
1679,22,Der wunderbare Mr. Rogers,(2019),"Biography, Drama",7.2
1680,22,Schlaflos in Seattle,(1993),"Comedy, Drama, Romance",6.8
1681,22,Toy Story,(1995),"Animation, Adventure, Comedy",8.3
1682,22,Road to Perdition,(2002),"Crime, Drama, Thriller",7.7
1683,22,Cast Away - Verschollen,(2000),"Adventure, Drama, Romance",7.8
1684,22,Mamma Mia!,(2008),"Comedy, Musical, Romance",6.5
1685,22,Eine Klasse für sich,(1992),"Comedy, Drama, Sport",7.3
1686,22,Apollo 13, (1995),"Adventure, Drama, History",7.7
1687,22,Big,(1988),"Comedy, Drama, Fantasy",7.3
1688,22,Greyhound: Schlacht im Atlantik,(2020),"Action, Drama, History",7.0
1689,22,Toy Story 4: Alles hört auf kein Kommando,(2019),"Animation, Adventure, Comedy",7.7
1690,22,Cloud Atlas,(2012),"Drama, Mystery, Sci-Fi",7.4
1691,22,Finch,(2021),"Adventure, Drama, Sci-Fi",6.9
1692,22,The Da Vinci Code - Sakrileg,(2006),"Mystery, Thriller",6.6
1693,22,Toy Story 3,(2010),"Animation, Adventure, Comedy",8.3
1694,22,Bridge of Spies - Der Unterhändler,(2015),"Drama, History, Thriller",7.6
1695,22,Philadelphia,(1993),Drama,7.7
1696,22,Captain Phillips,(2013),"Action, Biography, Crime",7.8
1697,22,Terminal,(2004),"Comedy, Drama, Romance",7.4
1698,22,Mamma Mia! Here We Go Again!,(2018),"Comedy, Musical, Romance",6.6
1699,22,Die Verlegerin,(2017),"Biography, Drama, History",7.2
1700,22,Der Polarexpress,(2004),"Animation, Adventure, Comedy",6.6
1701,22,Illuminati,(2009),"Action, Mystery, Thriller",6.7
1702,22,That Thing You Do!,(1996),"Comedy, Drama, Music",6.9
1703,22,Toy Story 2,(1999),"Animation, Adventure, Comedy",7.9
1704,22,Splash: Jungfrau am Haken,(1984),"Comedy, Fantasy, Romance",6.3
1705,22,Inferno, (2016),"Action, Adventure, Crime",6.2
1706,22,The Circle, (2017),"Drama, Sci-Fi, Thriller",5.3
1707,22,e-m@il für Dich,(1998),"Comedy, Drama, Romance",6.7
1708,22,Sully,(2016),"Biography, Drama",7.4
1709,22,Neues aus der Welt,(2020),"Action, Adventure, Drama",6.8
1710,22,My Big Fat Greek Wedding - Hochzeit auf griechisch,(2002),"Comedy, Drama, Romance",6.6
1711,22,Bachelor Party,(1984),Comedy,6.3
1712,22,Evan Allmächtig,(2007),"Comedy, Family, Fantasy",5.4
1713,22,Saving Mr. Banks,(2013),"Biography, Comedy, Drama",7.5
1714,22,Borat: Anschluss Moviefilm,(2020),Comedy,6.6
1715,22,Larry Crowne,(2011),"Comedy, Drama, Romance",6.1
1716,22,Scott & Huutsch,(1989),"Comedy, Crime, Drama",6.2
1717,22,Der Krieg des Charlie Wilson,(2007),"Biography, Comedy, Drama",7.0
1718,22,City of Ember - Flucht aus der Dunkelheit,(2008),"Adventure, Family, Fantasy",6.4
1719,22,Geschenkt ist noch zu teuer,(1986),Comedy,6.4
1720,22,Die Simpsons - Der Film,(2007),"Animation, Adventure, Comedy",7.3
1721,22,Joe gegen den Vulkan,(1990),"Comedy, Romance",5.9
1722,22,My Big Fat Greek Wedding 2,(2016),"Comedy, Romance",6.0
1723,22,Wo die wilden Kerle wohnen,(2009),"Adventure, Drama, Family",6.7
1724,22,Extrem laut & unglaublich nah,(2011),"Adventure, Drama, Mystery",6.9
1726,22,Ladykillers,(2004),"Comedy, Crime, Thriller",6.2
1727,22,Fegefeuer der Eitelkeiten,(1990),"Comedy, Drama, Romance",5.6
1728,22,"Lucas, der Ameisenschreck",(2006),"Animation, Adventure, Comedy",5.8
1729,22,Schlappe Bullen beißen nicht,(1987),"Comedy, Crime",6.0
1730,22,I'm Still Here, (2010),"Comedy, Drama, Music",6.2
1731,22,Flug ins Abenteuer,(1992),Drama,6.9
1732,22,Ein Hologramm für den König,(2016),"Comedy, Drama, Romance",6.1
1733,22,Panische Angst,(1980),"Horror, Thriller",5.0
1734,22,Alles hört auf mein Kommando,(1985),"Adventure, Comedy",5.5
1735,22,Starter for 10,(2006),"Comedy, Drama, Romance",6.7
1736,22,Parkland - Das Attentat auf John F. Kennedy,(2013),"Drama, History, Mystery",6.4
1737,22,Ithaca,(2015),"Drama, War",5.5
1738,22,My Big Fat Greek Summer,(2009),"Comedy, Romance",5.9
1739,22,Nothing in Common - Sie haben nichts gemeinsam,(1986),"Comedy, Drama, Romance",5.9
1741,22,Der Verrückte mit dem Geigenkasten,(1985),"Comedy, Thriller",5.7
1742,22,The Wackness - Verrückt sein ist relativ,(2008),"Comedy, Drama, Romance",6.9
1743,22,Punchline - Der Knalleffekt,(1988),"Comedy, Drama, Romance",5.9
